0,00 GAZP|248|129|Max Williams A/D | 4|1|1||3 дня падения, 1 дня в
 0,00 SBER|105|102|Max Williams A/D |16|1|1||3 дня падения, 1 дня в
 0,00 SBER|101|102|Max Williams A/D |17|1|1||3 дня падения, 1 дня в
 0,00 SBER|101|51|Max Williams A/D |17|1|1||4 дня падения, 1 дня в
 0,00 SBER|101|51|Max Williams A/D |17|1|2||4 дня падения, 1 дня в
 0,00 SBER|99|102|Max Williams A/D |18|1|1||3 дня падения, 1 дня в
 0,00 SBER|99|51|Max Williams A/D |18|1|1||4 дня падения, 1 дня в
 0,00 SBER|99|51|Max Williams A/D |18|1|2||4 дня падения, 1 дня в
 0,00 SBER|97|102|Max Williams A/D |19|1|1||3 дня падения, 1 дня в
 0,00 SBER|97|51|Max Williams A/D |19|1|1||4 дня падения, 1 дня в
 0,00 SBER|97|51|Max Williams A/D |19|1|2||4 дня падения, 1 дня в
 0,00 SBER|93|102|Max Williams A/D |20|1|1||3 дня падения, 1 дня в
 0,00 SBER|93|51|Max Williams A/D |20|1|1||4 дня падения, 1 дня в
 0,00 SBER|93|51|Max Williams A/D |20|1|2||4 дня падения, 1 дня в
 0,00 SBER|89|102|Max Williams A/D |21|1|1||3 дня падения, 1 дня в
 0,00 SBER|89|51|Max Williams A/D |21|1|1||4 дня падения, 1 дня в
 0,00 SBER|89|51|Max Williams A/D |21|1|2||4 дня падения, 1 дня в
 0,00 SBER|87|102|Max Williams A/D |22|1|1||3 дня падения, 1 дня в
 0,00 SBER|87|51|Max Williams A/D |22|1|1||4 дня падения, 1 дня в
 0,00 SBER|87|51|Max Williams A/D |22|1|2||4 дня падения, 1 дня в
 0,00 SBER|87|102|Max Williams A/D |23|1|1||3 дня падения, 1 дня в
 0,00 SBER|87|51|Max Williams A/D |23|1|1||4 дня падения, 1 дня в
 0,00 SBER|87|51|Max Williams A/D |23|1|2||4 дня падения, 1 дня в
 0,00 SBER|84|102|Max Williams A/D |24|1|1||3 дня падения, 1 дня в
 0,00 SBER|84|51|Max Williams A/D |24|1|1||4 дня падения, 1 дня в
 0,00 SBER|84|51|Max Williams A/D |24|1|2||4 дня падения, 1 дня в
 0,00 SBER|83|102|Max Williams A/D |25|1|1||3 дня падения, 1 дня в
 0,00 SBER|83|51|Max Williams A/D |25|1|1||4 дня падения, 1 дня в
 0,00 SBER|83|51|Max Williams A/D |25|1|2||4 дня падения, 1 дня в
 0,00 SBER|154|79|Min Williams A/D |10|1|1||3 дня роста, 1 дня в
 0,00 SBER|150|79|Min Williams A/D |11|1|1||3 дня роста, 1 дня в
 0,00 SBER|144|79|Min Williams A/D |12|1|1||3 дня роста, 1 дня в
 0,00 SBER|138|79|Min Williams A/D |13|1|1||3 дня роста, 1 дня в
 0,00 SBER|135|79|Min Williams A/D |14|1|1||3 дня роста, 1 дня в
 0,00 SBER|133|79|Min Williams A/D |15|1|1||3 дня роста, 1 дня в
 0,00 SBER|128|79|Min Williams A/D |16|1|1||3 дня роста, 1 дня в
 0,00 SBER|123|79|Min Williams A/D |17|1|1||3 дня роста, 1 дня в
 0,00 SBER|118|79|Min Williams A/D |18|1|1||3 дня роста, 1 дня в
 0,00 SBER|114|191|Min Williams A/D |19|1|1||2 дня роста, 1 дня в
 0,00 SBER|114|79|Min Williams A/D |19|1|1||3 дня роста, 1 дня в
 0,00 SBER|113|79|Min Williams A/D |19|1|2||3 дня роста, 1 дня в
 0,00 SBER|111|191|Min Williams A/D |20|1|1||2 дня роста, 1 дня в
 0,00 SBER|111|79|Min Williams A/D |20|1|1||3 дня роста, 1 дня в
 0,00 SBER|110|79|Min Williams A/D |20|1|2||3 дня роста, 1 дня в
 0,00 SBER|109|191|Min Williams A/D |21|1|1||2 дня роста, 1 дня в
 0,00 SBER|109|79|Min Williams A/D |21|1|1||3 дня роста, 1 дня в
 0,00 SBER|108|79|Min Williams A/D |21|1|2||3 дня роста, 1 дня в
 0,00 SBER|106|191|Min Williams A/D |22|1|1||2 дня роста, 1 дня в
 0,00 SBER|106|79|Min Williams A/D |22|1|1||3 дня роста, 1 дня в
 0,00 SBER|105|79|Min Williams A/D |22|1|2||3 дня роста, 1 дня в
 0,00 SBER|104|191|Min Williams A/D |23|1|1||2 дня роста, 1 дня в
 0,00 SBER|104|79|Min Williams A/D |23|1|1||3 дня роста, 1 дня в
 0,00 SBER|103|79|Min Williams A/D |23|1|2||3 дня роста, 1 дня в
 0,00 SBER|99|191|Min Williams A/D |24|1|1||2 дня роста, 1 дня в
 0,00 SBER|99|79|Min Williams A/D |24|1|1||3 дня роста, 1 дня в
 0,00 SBER|98|79|Min Williams A/D |24|1|2||3 дня роста, 1 дня в
 0,00 SBER|99|191|Min Williams A/D |25|1|1||2 дня роста, 1 дня в
 0,00 SBER|99|79|Min Williams A/D |25|1|1||3 дня роста, 1 дня в
 0,00 SBER|98|79|Min Williams A/D |25|1|2||3 дня роста, 1 дня в
 0,45 RTKM|221|262|Max Williams A/D | 4|1|1||2 дня падения, 1 дня в
 0,52 SBER|204|191|Min Williams A/D | 6|1|1||2 дня роста, 1 дня в
 0,53 SBER|189|191|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 0,54 RTKM|184|262|Max Williams A/D | 5|1|1||2 дня падения, 1 дня в
 0,57 ROSN|176|221|Max Williams A/D | 7|1|1||2 дня падения, 1 дня в
 0,57 GMKN|191|175|Min Williams A/D | 6|1|1||2 дня роста, 1 дня в
 0,57 GMKN|177|175|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 0,58 RTKM|224|171|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 0,58 RTKM|215|171|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 0,59 SBER|169|191|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 0,60 LKOH|167|217|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 0,62 GMKN|162|175|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 0,63 SBER|160|191|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 0,63 ROSN|158|221|Max Williams A/D | 8|1|1||2 дня падения, 1 дня в
 0,64 RTKM|157|262|Max Williams A/D | 6|1|1||2 дня падения, 1 дня в
 0,65 SBER|154|191|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 0,65 LKOH|153|217|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 0,67 SBER|150|191|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 0,68 ROSN|148|201|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 0,68 ROSN|146|221|Max Williams A/D | 9|1|1||2 дня падения, 1 дня в
 0,69 GMKN|145|175|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 0,69 SBER|144|191|Min Williams A/D |12|1|1||2 дня роста, 1 дня в
 0,70 LKOH|143|217|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 0,70 RTKM|142|262|Max Williams A/D | 7|1|1||2 дня падения, 1 дня в
 0,71 RTKM|279|141|Max Williams A/D | 3|1|2||3 дня падения, 1 дня в
 0,71 RTKM|221|141|Max Williams A/D | 4|1|1||3 дня падения, 1 дня в
 0,71 RTKM|184|141|Max Williams A/D | 5|1|1||3 дня падения, 1 дня в
 0,71 RTKM|157|141|Max Williams A/D | 6|1|1||3 дня падения, 1 дня в
 0,71 RTKM|142|141|Max Williams A/D | 7|1|1||3 дня падения, 1 дня в
 0,72 GMKN|138|175|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 0,72 SBER|138|191|Min Williams A/D |13|1|1||2 дня роста, 1 дня в
 0,74 NVTK|136|223|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 0,74 SBER|135|191|Min Williams A/D |14|1|1||2 дня роста, 1 дня в
 0,75 LKOH|134|217|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 0,75 ROSN|133|201|Min Williams A/D |12|1|1||2 дня роста, 1 дня в
 0,75 SBER|133|191|Min Williams A/D |15|1|1||2 дня роста, 1 дня в
 0,76 SBER|131|223|Max Williams A/D |12|1|1||2 дня падения, 1 дня в
 0,77 GMKN|130|175|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 0,78 GAZP|248|129|Max Williams A/D | 4|1|2||3 дня падения, 1 дня в
 0,78 SBER|128|191|Min Williams A/D |16|1|1||2 дня роста, 1 дня в
 0,79 GMKN|127|175|Min Williams A/D |12|1|1||2 дня роста, 1 дня в
 0,79 ROSN|126|201|Min Williams A/D |13|1|1||2 дня роста, 1 дня в
 0,80 RTKM|125|141|Max Williams A/D | 8|1|1||3 дня падения, 1 дня в
 0,81 GAZP|124|183|Min Williams A/D |19|1|1||2 дня роста, 1 дня в
 0,81 LKOH|124|217|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 0,81 SBER|123|191|Min Williams A/D |17|1|1||2 дня роста, 1 дня в
 0,82 GMKN|122|175|Min Williams A/D |13|1|1||2 дня роста, 1 дня в
 0,82 NVTK|122|223|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 0,82 ROSN|122|201|Min Williams A/D |14|1|1||2 дня роста, 1 дня в
 0,83 GAZP|121|183|Min Williams A/D |20|1|1||2 дня роста, 1 дня в
 0,83 GAZP|121|183|Min Williams A/D |21|1|1||2 дня роста, 1 дня в
 0,83 SBER|120|223|Max Williams A/D |13|1|1||2 дня падения, 1 дня в
 0,84 GMKN|119|175|Min Williams A/D |14|1|1||2 дня роста, 1 дня в
 0,84 RTKM|119|141|Max Williams A/D | 9|1|1||3 дня падения, 1 дня в
 0,85 GMKN|118|175|Min Williams A/D |15|1|1||2 дня роста, 1 дня в
 0,85 GMKN|118|175|Min Williams A/D |16|1|1||2 дня роста, 1 дня в
 0,85 SBER|118|191|Min Williams A/D |18|1|1||2 дня роста, 1 дня в
 0,85 GAZP|117|183|Min Williams A/D |22|1|1||2 дня роста, 1 дня в
 0,85 ROSN|117|201|Min Williams A/D |15|1|1||2 дня роста, 1 дня в
 0,86 LKOH|116|217|Min Williams A/D |12|1|1||2 дня роста, 1 дня в
 0,86 NVTK|116|223|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 0,86 NVTK|116|223|Min Williams A/D |11|1|2||2 дня роста, 1 дня в
 0,87 GMKN|115|175|Min Williams A/D |17|1|1||2 дня роста, 1 дня в
 0,88 GAZP|114|183|Min Williams A/D |23|1|1||2 дня роста, 1 дня в
 0,88 SBER|113|223|Max Williams A/D |14|1|1||2 дня падения, 1 дня в
 0,89 GMKN|112|175|Min Williams A/D |18|1|1||2 дня роста, 1 дня в
 0,90 GMKN|111|175|Min Williams A/D |19|1|1||2 дня роста, 1 дня в
 0,90 LKOH|189|111|Min Williams A/D | 6|1|1||3 дня роста, 1 дня в
 0,90 LKOH|166|111|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в
 0,90 LKOH|152|111|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в
 0,90 LKOH|142|111|Min Williams A/D | 9|1|2||3 дня роста, 1 дня в
 0,90 LKOH|133|111|Min Williams A/D |10|1|2||3 дня роста, 1 дня в
 0,90 LKOH|123|111|Min Williams A/D |11|1|2||3 дня роста, 1 дня в
 0,90 LKOH|115|111|Min Williams A/D |12|1|2||3 дня роста, 1 дня в
 0,90 LKOH|111|217|Min Williams A/D |13|1|1||2 дня роста, 1 дня в
 0,91 LKOH|110|111|Min Williams A/D |13|1|2||3 дня роста, 1 дня в
 0,91 RTKM|110|141|Max Williams A/D |10|1|1||3 дня падения, 1 дня в
 0,92 LKOH|176|109|Max Williams A/D | 9|1|1||3 дня падения, 1 дня в
 0,92 LKOH|166|109|Max Williams A/D |10|1|1||3 дня падения, 1 дня в
 0,92 LKOH|159|109|Max Williams A/D |11|1|1||3 дня падения, 1 дня в
 0,92 LKOH|153|109|Max Williams A/D |12|1|1||3 дня падения, 1 дня в
 0,92 LKOH|144|109|Max Williams A/D |13|1|1||3 дня падения, 1 дня в
 0,92 LKOH|139|109|Max Williams A/D |14|1|1||3 дня падения, 1 дня в
 0,92 LKOH|133|109|Max Williams A/D |15|1|1||3 дня падения, 1 дня в
 0,92 LKOH|128|109|Max Williams A/D |16|1|1||3 дня падения, 1 дня в
 0,92 LKOH|126|109|Max Williams A/D |17|1|1||3 дня падения, 1 дня в
 0,92 LKOH|121|109|Max Williams A/D |18|1|1||3 дня падения, 1 дня в
 0,92 LKOH|117|109|Max Williams A/D |19|1|1||3 дня падения, 1 дня в
 0,92 LKOH|115|109|Max Williams A/D |20|1|1||3 дня падения, 1 дня в
 0,92 LKOH|111|109|Max Williams A/D |21|1|1||3 дня падения, 1 дня в
 0,93 GAZP|108|183|Min Williams A/D |24|1|1||2 дня роста, 1 дня в
 0,93 LKOH|108|109|Max Williams A/D |22|1|1||3 дня падения, 1 дня в
 0,93 GAZP|214|249|Max Williams A/D | 5|1|1||2 дня падения, 1 дня в
 0,93 GMKN|115|107|Max Williams A/D |15|1|2||3 дня падения, 1 дня в
 0,93 GMKN|115|107|Max Williams A/D |15|1|3||3 дня падения, 1 дня в
 0,93 GMKN|113|107|Max Williams A/D |16|1|2||3 дня падения, 1 дня в
 0,93 GMKN|113|107|Max Williams A/D |16|1|3||3 дня падения, 1 дня в
 0,93 GMKN|108|107|Max Williams A/D |17|1|2||3 дня падения, 1 дня в
 0,93 GMKN|108|107|Max Williams A/D |17|1|3||3 дня падения, 1 дня в
 0,93 NVTK|205|107|Min Williams A/D | 5|1|1||3 дня роста, 1 дня в
 0,93 NVTK|205|107|Min Williams A/D | 5|1|2||3 дня роста, 1 дня в
 0,93 NVTK|184|107|Min Williams A/D | 6|1|2||3 дня роста, 1 дня в
 0,93 NVTK|175|107|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в
 0,93 NVTK|148|107|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в
 0,93 NVTK|136|107|Min Williams A/D | 9|1|2||3 дня роста, 1 дня в
 0,93 NVTK|122|107|Min Williams A/D |10|1|2||3 дня роста, 1 дня в
 0,93 NVTK|116|107|Min Williams A/D |11|1|2||3 дня роста, 1 дня в
 0,94 GMKN|106|107|Max Williams A/D |18|1|2||3 дня падения, 1 дня в
 0,94 GMKN|106|107|Max Williams A/D |18|1|3||3 дня падения, 1 дня в
 0,95 GMKN|105|175|Min Williams A/D |20|1|1||2 дня роста, 1 дня в
 0,95 LKOH|105|111|Min Williams A/D |14|1|2||3 дня роста, 1 дня в
 0,95 NVTK|105|107|Min Williams A/D |12|1|2||3 дня роста, 1 дня в
 0,95 ROSN|176|105|Max Williams A/D | 7|1|2||3 дня падения, 1 дня в
 0,95 ROSN|158|105|Max Williams A/D | 8|1|2||3 дня падения, 1 дня в
 0,95 ROSN|158|105|Max Williams A/D | 8|1|3||3 дня падения, 1 дня в
 0,95 ROSN|146|105|Max Williams A/D | 9|1|2||3 дня падения, 1 дня в
 0,95 ROSN|146|105|Max Williams A/D | 9|1|3||3 дня падения, 1 дня в
 0,96 GAZP|104|183|Min Williams A/D |25|1|1||2 дня роста, 1 дня в
 0,96 GMKN|104|175|Min Williams A/D |21|1|1||2 дня роста, 1 дня в
 0,96 LKOH|104|109|Max Williams A/D |23|1|1||3 дня падения, 1 дня в
 0,97 GMKN|103|107|Max Williams A/D |19|1|2||3 дня падения, 1 дня в
 0,97 GMKN|103|107|Max Williams A/D |19|1|3||3 дня падения, 1 дня в
 0,98 GMKN|102|107|Max Williams A/D |20|1|2||3 дня падения, 1 дня в
 0,98 GMKN|102|107|Max Williams A/D |20|1|3||3 дня падения, 1 дня в
 0,98 GMKN|102|175|Min Williams A/D |22|1|1||2 дня роста, 1 дня в
 0,98 SBER|131|102|Max Williams A/D |12|1|2||3 дня падения, 1 дня в
 0,98 SBER|120|102|Max Williams A/D |13|1|2||3 дня падения, 1 дня в
 0,98 SBER|113|102|Max Williams A/D |14|1|2||3 дня падения, 1 дня в
 0,98 SBER|109|102|Max Williams A/D |15|1|2||3 дня падения, 1 дня в
 0,98 SBER|105|102|Max Williams A/D |16|1|2||3 дня падения, 1 дня в
 0,99 SBER|101|102|Max Williams A/D |17|1|2||3 дня падения, 1 дня в
 1,00 LKOH|100|109|Max Williams A/D |24|1|1||3 дня падения, 1 дня в
 1,00 LKOH|100|109|Max Williams A/D |24|1|3||3 дня падения, 1 дня в
 1,00 NVTK|100|107|Min Williams A/D |13|1|2||3 дня роста, 1 дня в
 1,00 ROSN|200|221|Max Williams A/D | 6|1|1||2 дня падения, 1 дня в
 1,01 GMKN|99|107|Max Williams A/D |21|1|2||3 дня падения, 1 дня в
 1,01 GMKN|99|107|Max Williams A/D |21|1|3||3 дня падения, 1 дня в
 1,01 LKOH|99|109|Max Williams A/D |25|1|1||3 дня падения, 1 дня в
 1,01 LKOH|99|109|Max Williams A/D |25|1|3||3 дня падения, 1 дня в
 1,01 LKOH|99|111|Min Williams A/D |15|1|2||3 дня роста, 1 дня в
 1,01 SBER|99|102|Max Williams A/D |18|1|2||3 дня падения, 1 дня в
 1,02 GMKN|98|175|Min Williams A/D |23|1|1||2 дня роста, 1 дня в
 1,02 RTKM|98|141|Max Williams A/D |11|1|1||3 дня падения, 1 дня в
 1,03 ROSN|194|201|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 1,03 SBER|97|102|Max Williams A/D |19|1|2||3 дня падения, 1 дня в
 1,04 GMKN|96|107|Max Williams A/D |22|1|2||3 дня падения, 1 дня в
 1,04 GMKN|96|107|Max Williams A/D |22|1|3||3 дня падения, 1 дня в
 1,04 GMKN|96|107|Max Williams A/D |23|1|2||3 дня падения, 1 дня в
 1,04 GMKN|96|107|Max Williams A/D |23|1|3||3 дня падения, 1 дня в
 1,04 NVTK|186|96|Max Williams A/D | 8|1|1||3 дня падения, 1 дня в
 1,04 NVTK|168|96|Max Williams A/D | 9|1|1||3 дня падения, 1 дня в
 1,04 NVTK|168|96|Max Williams A/D | 9|1|2||3 дня падения, 1 дня в
 1,04 NVTK|159|96|Max Williams A/D |10|1|1||3 дня падения, 1 дня в
 1,04 NVTK|159|96|Max Williams A/D |10|1|2||3 дня падения, 1 дня в
 1,04 NVTK|152|96|Max Williams A/D |11|1|1||3 дня падения, 1 дня в
 1,04 NVTK|152|96|Max Williams A/D |11|1|2||3 дня падения, 1 дня в
 1,04 NVTK|143|96|Max Williams A/D |12|1|1||3 дня падения, 1 дня в
 1,04 NVTK|143|96|Max Williams A/D |12|1|2||3 дня падения, 1 дня в
 1,04 NVTK|141|96|Max Williams A/D |13|1|1||3 дня падения, 1 дня в
 1,04 NVTK|141|96|Max Williams A/D |13|1|2||3 дня падения, 1 дня в
 1,04 NVTK|133|96|Max Williams A/D |14|1|1||3 дня падения, 1 дня в
 1,04 NVTK|133|96|Max Williams A/D |14|1|2||3 дня падения, 1 дня в
 1,04 NVTK|129|96|Max Williams A/D |15|1|1||3 дня падения, 1 дня в
 1,04 NVTK|129|96|Max Williams A/D |15|1|2||3 дня падения, 1 дня в
 1,04 NVTK|125|96|Max Williams A/D |16|1|1||3 дня падения, 1 дня в
 1,04 NVTK|125|96|Max Williams A/D |16|1|2||3 дня падения, 1 дня в
 1,04 NVTK|120|96|Max Williams A/D |17|1|1||3 дня падения, 1 дня в
 1,04 NVTK|120|96|Max Williams A/D |17|1|2||3 дня падения, 1 дня в
 1,04 NVTK|114|96|Max Williams A/D |18|1|1||3 дня падения, 1 дня в
 1,04 NVTK|114|96|Max Williams A/D |18|1|2||3 дня падения, 1 дня в
 1,04 NVTK|112|96|Max Williams A/D |19|1|1||3 дня падения, 1 дня в
 1,04 NVTK|112|96|Max Williams A/D |19|1|2||3 дня падения, 1 дня в
 1,04 NVTK|108|96|Max Williams A/D |20|1|1||3 дня падения, 1 дня в
 1,04 NVTK|108|96|Max Williams A/D |20|1|2||3 дня падения, 1 дня в
 1,04 NVTK|106|96|Max Williams A/D |21|1|1||3 дня падения, 1 дня в
 1,04 NVTK|106|96|Max Williams A/D |21|1|2||3 дня падения, 1 дня в
 1,04 NVTK|102|96|Max Williams A/D |22|1|1||3 дня падения, 1 дня в
 1,04 NVTK|102|96|Max Williams A/D |22|1|2||3 дня падения, 1 дня в
 1,04 NVTK|101|96|Max Williams A/D |23|1|1||3 дня падения, 1 дня в
 1,04 NVTK|101|96|Max Williams A/D |23|1|2||3 дня падения, 1 дня в
 1,04 NVTK|99|96|Max Williams A/D |24|1|1||3 дня падения, 1 дня в
 1,04 NVTK|99|96|Max Williams A/D |24|1|2||3 дня падения, 1 дня в
 1,04 NVTK|98|96|Max Williams A/D |25|1|2||3 дня падения, 1 дня в
 1,06 LKOH|189|217|Min Williams A/D | 6|1|1||2 дня роста, 1 дня в
 1,06 GMKN|94|107|Max Williams A/D |24|1|2||3 дня падения, 1 дня в
 1,06 GMKN|94|107|Max Williams A/D |24|1|3||3 дня падения, 1 дня в
 1,06 NVTK|94|107|Min Williams A/D |14|1|2||3 дня роста, 1 дня в
 1,08 GMKN|93|107|Max Williams A/D |25|1|2||3 дня падения, 1 дня в
 1,08 GMKN|93|107|Max Williams A/D |25|1|3||3 дня падения, 1 дня в
 1,08 GMKN|93|175|Min Williams A/D |24|1|1||2 дня роста, 1 дня в
 1,08 LKOH|93|111|Min Williams A/D |16|1|2||3 дня роста, 1 дня в
 1,08 ROSN|148|93|Min Williams A/D |11|1|2||3 дня роста, 1 дня в
 1,08 ROSN|133|93|Min Williams A/D |12|1|2||3 дня роста, 1 дня в
 1,08 ROSN|126|93|Min Williams A/D |13|1|2||3 дня роста, 1 дня в
 1,08 ROSN|122|93|Min Williams A/D |14|1|2||3 дня роста, 1 дня в
 1,08 ROSN|117|93|Min Williams A/D |15|1|2||3 дня роста, 1 дня в
 1,08 SBER|93|102|Max Williams A/D |20|1|2||3 дня падения, 1 дня в
 1,08 GAZP|185|249|Max Williams A/D | 6|1|1||2 дня падения, 1 дня в
 1,09 NVTK|184|223|Min Williams A/D | 6|1|1||2 дня роста, 1 дня в
 1,09 NVTK|92|107|Min Williams A/D |15|1|2||3 дня роста, 1 дня в
 1,09 GAZP|202|183|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 1,09 GAZP|190|183|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 1,10 GMKN|91|175|Min Williams A/D |25|1|1||2 дня роста, 1 дня в
 1,12 GAZP|179|183|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 1,12 LKOH|89|111|Min Williams A/D |17|1|2||3 дня роста, 1 дня в
 1,12 SBER|89|102|Max Williams A/D |21|1|2||3 дня падения, 1 дня в
 1,14 ROSN|176|201|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 1,14 GMKN|245|175|Min Williams A/D | 4|1|1||2 дня роста, 1 дня в
 1,14 GMKN|215|175|Min Williams A/D | 5|1|1||2 дня роста, 1 дня в
 1,14 NVTK|175|223|Min Williams A/D | 7|1|1||2 дня роста, 1 дня в
 1,15 RTKM|279|262|Max Williams A/D | 3|1|1||2 дня падения, 1 дня в
 1,15 NVTK|87|107|Min Williams A/D |16|1|2||3 дня роста, 1 дня в
 1,15 SBER|87|102|Max Williams A/D |22|1|2||3 дня падения, 1 дня в
 1,15 SBER|87|102|Max Williams A/D |23|1|2||3 дня падения, 1 дня в
 1,16 NVTK|86|107|Min Williams A/D |17|1|2||3 дня роста, 1 дня в
 1,17 RTKM|296|171|Min Williams A/D | 4|1|1||2 дня роста, 1 дня в
 1,17 RTKM|271|171|Min Williams A/D | 5|1|1||2 дня роста, 1 дня в
 1,17 RTKM|248|171|Min Williams A/D | 6|1|1||2 дня роста, 1 дня в
 1,18 LKOH|85|111|Min Williams A/D |18|1|2||3 дня роста, 1 дня в
 1,19 NVTK|168|201|Max Williams A/D | 9|1|1||2 дня падения, 1 дня в
 1,19 SBER|84|102|Max Williams A/D |24|1|2||3 дня падения, 1 дня в
 1,20 ROSN|166|201|Min Williams A/D | 9|1|1||2 дня роста, 1 дня в
 1,20 SBER|83|102|Max Williams A/D |25|1|2||3 дня падения, 1 дня в
 1,21 GAZP|248|249|Max Williams A/D | 4|1|1||2 дня падения, 1 дня в
 1,22 GAZP|164|249|Max Williams A/D | 7|1|1||2 дня падения, 1 дня в
 1,23 GAZP|163|183|Min Williams A/D |11|1|1||2 дня роста, 1 дня в
 1,23 NVTK|81|107|Min Williams A/D |18|1|2||3 дня роста, 1 дня в
 1,26 NVTK|159|201|Max Williams A/D |10|1|1||2 дня падения, 1 дня в
 1,27 GAZP|158|183|Min Williams A/D |12|1|1||2 дня роста, 1 дня в
 1,27 SBER|153|79|Min Williams A/D |10|1|2||3 дня роста, 1 дня в
 1,27 SBER|149|79|Min Williams A/D |11|1|2||3 дня роста, 1 дня в
 1,27 SBER|143|79|Min Williams A/D |12|1|2||3 дня роста, 1 дня в
 1,27 SBER|137|79|Min Williams A/D |13|1|2||3 дня роста, 1 дня в
 1,27 SBER|134|79|Min Williams A/D |14|1|2||3 дня роста, 1 дня в
 1,27 SBER|132|79|Min Williams A/D |15|1|2||3 дня роста, 1 дня в
 1,27 SBER|127|79|Min Williams A/D |16|1|2||3 дня роста, 1 дня в
 1,27 SBER|122|79|Min Williams A/D |17|1|2||3 дня роста, 1 дня в
 1,27 SBER|117|79|Min Williams A/D |18|1|2||3 дня роста, 1 дня в
 1,28 GAZP|150|78|Min Williams A/D |13|1|2||3 дня роста, 1 дня в
 1,28 GAZP|145|78|Min Williams A/D |14|1|2||3 дня роста, 1 дня в
 1,28 GAZP|140|78|Min Williams A/D |15|1|2||3 дня роста, 1 дня в
 1,28 GAZP|134|78|Min Williams A/D |16|1|2||3 дня роста, 1 дня в
 1,28 GAZP|129|78|Min Williams A/D |17|1|2||3 дня роста, 1 дня в
 1,28 GAZP|126|78|Min Williams A/D |18|1|2||3 дня роста, 1 дня в
 1,28 GAZP|122|78|Min Williams A/D |19|1|3||3 дня роста, 1 дня в
 1,28 GAZP|119|78|Min Williams A/D |20|1|3||3 дня роста, 1 дня в
 1,28 GAZP|119|78|Min Williams A/D |21|1|3||3 дня роста, 1 дня в
 1,28 GAZP|115|78|Min Williams A/D |22|1|3||3 дня роста, 1 дня в
 1,28 GAZP|112|78|Min Williams A/D |23|1|3||3 дня роста, 1 дня в
 1,28 GAZP|106|78|Min Williams A/D |24|1|3||3 дня роста, 1 дня в
 1,28 GAZP|102|78|Min Williams A/D |25|1|3||3 дня роста, 1 дня в
 1,28 LKOH|78|111|Min Williams A/D |19|1|2||3 дня роста, 1 дня в
 1,29 ROSN|155|201|Min Williams A/D |10|1|1||2 дня роста, 1 дня в
 1,30 NVTK|77|107|Min Williams A/D |19|1|2||3 дня роста, 1 дня в
 1,30 RTKM|77|141|Max Williams A/D |15|1|3||3 дня падения, 1 дня в
 1,32 GAZP|152|249|Max Williams A/D | 8|1|1||2 дня падения, 1 дня в
 1,32 NVTK|152|201|Max Williams A/D |11|1|1||2 дня падения, 1 дня в
 1,32 GAZP|151|183|Min Williams A/D |13|1|1||2 дня роста, 1 дня в
 1,35 NVTK|238|223|Min Williams A/D | 4|1|1||2 дня роста, 1 дня в
 1,35 LKOH|74|111|Min Williams A/D |20|1|2||3 дня роста, 1 дня в
 1,35 NVTK|148|223|Min Williams A/D | 8|1|1||2 дня роста, 1 дня в
 1,35 NVTK|148|223|Min Williams A/D | 8|1|2||2 дня роста, 1 дня в
 1,35 NVTK|74|107|Min Williams A/D |20|1|2||3 дня роста, 1 дня в
 1,35 RTKM|74|141|Max Williams A/D |16|1|3||3 дня падения, 1 дня в
 1,35 RTKM|139|74|Min Williams A/D |20|1|3||3 дня роста, 1 дня в
 1,35 RTKM|136|74|Min Williams A/D |21|1|3||3 дня роста, 1 дня в
 1,35 RTKM|132|74|Min Williams A/D |22|1|3||3 дня роста, 1 дня в
