 0,00 GAZP|302|68|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 0,00 RTKM|173|74|Min Williams A/D |13|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|173|37|Min Williams A/D |13|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|172|74|Min Williams A/D |13|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|172|37|Min Williams A/D |13|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|172|37|Min Williams A/D |13|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|167|74|Min Williams A/D |14|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|167|37|Min Williams A/D |14|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|166|74|Min Williams A/D |14|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|166|37|Min Williams A/D |14|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|166|37|Min Williams A/D |14|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|160|74|Min Williams A/D |15|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|160|37|Min Williams A/D |15|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|159|74|Min Williams A/D |15|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|159|37|Min Williams A/D |15|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|159|37|Min Williams A/D |15|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|158|74|Min Williams A/D |16|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|158|37|Min Williams A/D |16|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|157|74|Min Williams A/D |16|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|157|37|Min Williams A/D |16|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|157|37|Min Williams A/D |16|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|152|74|Min Williams A/D |17|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|152|37|Min Williams A/D |17|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|151|74|Min Williams A/D |17|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|151|37|Min Williams A/D |17|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|151|37|Min Williams A/D |17|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|150|74|Min Williams A/D |18|1|1||3 дня роста, 1 дня в 
 0,00 RTKM|150|37|Min Williams A/D |18|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|149|74|Min Williams A/D |18|1|2||3 дня роста, 1 дня в 
 0,00 RTKM|149|37|Min Williams A/D |18|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|149|37|Min Williams A/D |18|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|145|37|Min Williams A/D |19|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|144|37|Min Williams A/D |19|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|144|37|Min Williams A/D |19|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|140|37|Min Williams A/D |20|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|139|37|Min Williams A/D |20|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|139|37|Min Williams A/D |20|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|137|37|Min Williams A/D |21|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|136|37|Min Williams A/D |21|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|136|37|Min Williams A/D |21|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|133|37|Min Williams A/D |22|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|132|37|Min Williams A/D |22|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|132|37|Min Williams A/D |22|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|129|37|Min Williams A/D |23|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|128|37|Min Williams A/D |23|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|128|37|Min Williams A/D |23|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|126|37|Min Williams A/D |24|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|125|37|Min Williams A/D |24|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|125|37|Min Williams A/D |24|1|3||4 дня роста, 1 дня в 
 0,00 RTKM|122|37|Min Williams A/D |25|1|1||4 дня роста, 1 дня в 
 0,00 RTKM|121|37|Min Williams A/D |25|1|2||4 дня роста, 1 дня в 
 0,00 RTKM|121|37|Min Williams A/D |25|1|3||4 дня роста, 1 дня в 
 0,00 SBER|265|102|Max Williams A/D | 4|1|1||3 дня падения, 1 дня в 
 0,00 SBER|235|102|Max Williams A/D | 5|1|1||3 дня падения, 1 дня в 
 0,00 SBER|235|51|Max Williams A/D | 5|1|1||4 дня падения, 1 дня в 
 0,00 SBER|235|51|Max Williams A/D | 5|1|2||4 дня падения, 1 дня в 
 0,00 SBER|210|102|Max Williams A/D | 6|1|1||3 дня падения, 1 дня в 
 0,00 SBER|210|51|Max Williams A/D | 6|1|1||4 дня падения, 1 дня в 
 0,00 SBER|210|51|Max Williams A/D | 6|1|2||4 дня падения, 1 дня в 
 0,00 SBER|187|51|Max Williams A/D | 7|1|1||4 дня падения, 1 дня в 
 0,00 SBER|187|51|Max Williams A/D | 7|1|2||4 дня падения, 1 дня в 
 0,00 SBER|170|51|Max Williams A/D | 8|1|1||4 дня падения, 1 дня в 
 0,00 SBER|170|51|Max Williams A/D | 8|1|2||4 дня падения, 1 дня в 
 0,00 SBER|161|51|Max Williams A/D | 9|1|1||4 дня падения, 1 дня в 
 0,00 SBER|161|51|Max Williams A/D | 9|1|2||4 дня падения, 1 дня в 
 0,00 SBER|151|51|Max Williams A/D |10|1|1||4 дня падения, 1 дня в 
 0,00 SBER|151|51|Max Williams A/D |10|1|2||4 дня падения, 1 дня в 
 0,00 SBER|140|51|Max Williams A/D |11|1|1||4 дня падения, 1 дня в 
 0,00 SBER|140|51|Max Williams A/D |11|1|2||4 дня падения, 1 дня в 
 0,00 SBER|131|51|Max Williams A/D |12|1|1||4 дня падения, 1 дня в 
 0,00 SBER|131|51|Max Williams A/D |12|1|2||4 дня падения, 1 дня в 
 0,00 SBER|120|51|Max Williams A/D |13|1|1||4 дня падения, 1 дня в 
 0,00 SBER|120|26|Max Williams A/D |13|1|1||5 дня падения, 1 дня в 
 0,00 SBER|120|51|Max Williams A/D |13|1|2||4 дня падения, 1 дня в 
 0,00 SBER|120|26|Max Williams A/D |13|1|2||5 дня падения, 1 дня в 
 0,00 SBER|120|26|Max Williams A/D |13|1|3||5 дня падения, 1 дня в 
 0,00 SBER|113|51|Max Williams A/D |14|1|1||4 дня падения, 1 дня в 
 0,00 SBER|113|26|Max Williams A/D |14|1|1||5 дня падения, 1 дня в 
 0,00 SBER|113|51|Max Williams A/D |14|1|2||4 дня падения, 1 дня в 
 0,00 SBER|113|26|Max Williams A/D |14|1|2||5 дня падения, 1 дня в 
 0,00 SBER|113|26|Max Williams A/D |14|1|3||5 дня падения, 1 дня в 
 0,00 SBER|109|51|Max Williams A/D |15|1|1||4 дня падения, 1 дня в 
 0,00 SBER|109|26|Max Williams A/D |15|1|1||5 дня падения, 1 дня в 
 0,00 SBER|109|51|Max Williams A/D |15|1|2||4 дня падения, 1 дня в 
 0,00 SBER|109|26|Max Williams A/D |15|1|2||5 дня падения, 1 дня в 
 0,00 SBER|109|26|Max Williams A/D |15|1|3||5 дня падения, 1 дня в 
 0,00 SBER|105|51|Max Williams A/D |16|1|1||4 дня падения, 1 дня в 
 0,00 SBER|105|26|Max Williams A/D |16|1|1||5 дня падения, 1 дня в 
 0,00 SBER|105|51|Max Williams A/D |16|1|2||4 дня падения, 1 дня в 
 0,00 SBER|105|26|Max Williams A/D |16|1|2||5 дня падения, 1 дня в 
 0,00 SBER|105|26|Max Williams A/D |16|1|3||5 дня падения, 1 дня в 
 0,00 SBER|101|26|Max Williams A/D |17|1|1||5 дня падения, 1 дня в 
 0,00 SBER|101|26|Max Williams A/D |17|1|2||5 дня падения, 1 дня в 
 0,00 SBER|101|26|Max Williams A/D |17|1|3||5 дня падения, 1 дня в 
 0,00 SBER|99|26|Max Williams A/D |18|1|1||5 дня падения, 1 дня в 
 0,00 SBER|99|26|Max Williams A/D |18|1|2||5 дня падения, 1 дня в 
 0,00 SBER|99|26|Max Williams A/D |18|1|3||5 дня падения, 1 дня в 
 0,00 SBER|97|26|Max Williams A/D |19|1|1||5 дня падения, 1 дня в 
 0,00 SBER|97|26|Max Williams A/D |19|1|2||5 дня падения, 1 дня в 
 0,00 SBER|97|26|Max Williams A/D |19|1|3||5 дня падения, 1 дня в 
 0,00 SBER|93|26|Max Williams A/D |20|1|1||5 дня падения, 1 дня в 
 0,00 SBER|93|26|Max Williams A/D |20|1|2||5 дня падения, 1 дня в 
 0,00 SBER|93|26|Max Williams A/D |20|1|3||5 дня падения, 1 дня в 
 0,00 SBER|89|26|Max Williams A/D |21|1|1||5 дня падения, 1 дня в 
 0,00 SBER|89|26|Max Williams A/D |21|1|2||5 дня падения, 1 дня в 
 0,00 SBER|89|26|Max Williams A/D |21|1|3||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |22|1|1||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |22|1|2||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |22|1|3||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |23|1|1||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |23|1|2||5 дня падения, 1 дня в 
 0,00 SBER|87|26|Max Williams A/D |23|1|3||5 дня падения, 1 дня в 
 0,00 SBER|84|26|Max Williams A/D |24|1|1||5 дня падения, 1 дня в 
 0,00 SBER|84|26|Max Williams A/D |24|1|2||5 дня падения, 1 дня в 
 0,00 SBER|84|26|Max Williams A/D |24|1|3||5 дня падения, 1 дня в 
 0,00 SBER|83|26|Max Williams A/D |25|1|1||5 дня падения, 1 дня в 
 0,00 SBER|83|26|Max Williams A/D |25|1|2||5 дня падения, 1 дня в 
 0,00 SBER|83|26|Max Williams A/D |25|1|3||5 дня падения, 1 дня в 
 0,00 SBER|204|79|Min Williams A/D | 6|1|1||3 дня роста, 1 дня в 
 0,00 SBER|189|79|Min Williams A/D | 7|1|1||3 дня роста, 1 дня в 
 0,00 SBER|169|79|Min Williams A/D | 8|1|1||3 дня роста, 1 дня в 
 0,00 SBER|160|79|Min Williams A/D | 9|1|1||3 дня роста, 1 дня в 
 0,00 SBER|160|33|Min Williams A/D | 9|1|1||4 дня роста, 1 дня в 
 0,00 SBER|159|33|Min Williams A/D | 9|1|2||4 дня роста, 1 дня в 
 0,00 SBER|158|33|Min Williams A/D | 9|1|3||4 дня роста, 1 дня в 
 0,00 SBER|154|33|Min Williams A/D |10|1|1||4 дня роста, 1 дня в 
 0,00 SBER|153|33|Min Williams A/D |10|1|2||4 дня роста, 1 дня в 
 0,00 SBER|152|33|Min Williams A/D |10|1|3||4 дня роста, 1 дня в 
 0,00 SBER|150|33|Min Williams A/D |11|1|1||4 дня роста, 1 дня в 
 0,00 SBER|149|33|Min Williams A/D |11|1|2||4 дня роста, 1 дня в 
 0,00 SBER|148|33|Min Williams A/D |11|1|3||4 дня роста, 1 дня в 
 0,00 SBER|144|33|Min Williams A/D |12|1|1||4 дня роста, 1 дня в 
 0,00 SBER|143|33|Min Williams A/D |12|1|2||4 дня роста, 1 дня в 
 0,00 SBER|142|33|Min Williams A/D |12|1|3||4 дня роста, 1 дня в 
 0,00 SBER|138|33|Min Williams A/D |13|1|1||4 дня роста, 1 дня в 
 0,00 SBER|137|33|Min Williams A/D |13|1|2||4 дня роста, 1 дня в 
 0,00 SBER|136|33|Min Williams A/D |13|1|3||4 дня роста, 1 дня в 
 0,00 SBER|135|33|Min Williams A/D |14|1|1||4 дня роста, 1 дня в 
 0,00 SBER|134|33|Min Williams A/D |14|1|2||4 дня роста, 1 дня в 
 0,00 SBER|133|33|Min Williams A/D |14|1|3||4 дня роста, 1 дня в 
 0,00 SBER|133|33|Min Williams A/D |15|1|1||4 дня роста, 1 дня в 
 0,00 SBER|132|33|Min Williams A/D |15|1|2||4 дня роста, 1 дня в 
 0,00 SBER|131|33|Min Williams A/D |15|1|3||4 дня роста, 1 дня в 
 0,00 SBER|128|33|Min Williams A/D |16|1|1||4 дня роста, 1 дня в 
 0,00 SBER|127|33|Min Williams A/D |16|1|2||4 дня роста, 1 дня в 
 0,00 SBER|126|33|Min Williams A/D |16|1|3||4 дня роста, 1 дня в 
 0,00 SBER|123|33|Min Williams A/D |17|1|1||4 дня роста, 1 дня в 
 0,00 SBER|122|33|Min Williams A/D |17|1|2||4 дня роста, 1 дня в 
 0,00 SBER|121|33|Min Williams A/D |17|1|3||4 дня роста, 1 дня в 
 0,00 SBER|118|33|Min Williams A/D |18|1|1||4 дня роста, 1 дня в 
 0,00 SBER|117|33|Min Williams A/D |18|1|2||4 дня роста, 1 дня в 
 0,00 SBER|116|33|Min Williams A/D |18|1|3||4 дня роста, 1 дня в 
 0,00 SBER|114|33|Min Williams A/D |19|1|1||4 дня роста, 1 дня в 
 0,00 SBER|113|33|Min Williams A/D |19|1|2||4 дня роста, 1 дня в 
 0,00 SBER|112|33|Min Williams A/D |19|1|3||4 дня роста, 1 дня в 
 0,00 SBER|111|33|Min Williams A/D |20|1|1||4 дня роста, 1 дня в 
 0,00 SBER|110|33|Min Williams A/D |20|1|2||4 дня роста, 1 дня в 
 0,00 SBER|109|33|Min Williams A/D |20|1|3||4 дня роста, 1 дня в 
 0,00 SBER|109|33|Min Williams A/D |21|1|1||4 дня роста, 1 дня в 
 0,00 SBER|108|33|Min Williams A/D |21|1|2||4 дня роста, 1 дня в 
 0,00 SBER|107|33|Min Williams A/D |21|1|3||4 дня роста, 1 дня в 
 0,00 SBER|106|33|Min Williams A/D |22|1|1||4 дня роста, 1 дня в 
 0,00 SBER|105|33|Min Williams A/D |22|1|2||4 дня роста, 1 дня в 
 0,00 SBER|104|33|Min Williams A/D |22|1|3||4 дня роста, 1 дня в 
 0,00 SBER|104|33|Min Williams A/D |23|1|1||4 дня роста, 1 дня в 
 0,00 SBER|103|33|Min Williams A/D |23|1|2||4 дня роста, 1 дня в 
 0,00 SBER|102|33|Min Williams A/D |23|1|3||4 дня роста, 1 дня в 
 0,00 SBER|99|33|Min Williams A/D |24|1|1||4 дня роста, 1 дня в 
 0,00 SBER|98|33|Min Williams A/D |24|1|2||4 дня роста, 1 дня в 
 0,00 SBER|97|33|Min Williams A/D |24|1|3||4 дня роста, 1 дня в 
 0,00 SBER|99|33|Min Williams A/D |25|1|1||4 дня роста, 1 дня в 
 0,00 SBER|98|33|Min Williams A/D |25|1|2||4 дня роста, 1 дня в 
 0,00 SBER|97|33|Min Williams A/D |25|1|3||4 дня роста, 1 дня в 
 0,80 RTKM|125|262|Max Williams A/D | 8|1|1||2 дня падения, 1 дня в 
 0,84 RTKM|119|262|Max Williams A/D | 9|1|1||2 дня падения, 1 дня в 
 0,91 RTKM|110|262|Max Williams A/D |10|1|1||2 дня падения, 1 дня в 
 0,92 SBER|109|223|Max Williams A/D |15|1|1||2 дня падения, 1 дня в 
 0,93 GMKN|262|107|Max Williams A/D | 4|1|1||3 дня падения, 1 дня в 
 0,93 NVTK|301|107|Min Williams A/D | 3|1|2||3 дня роста, 1 дня в 
 0,93 NVTK|238|107|Min Williams A/D | 4|1|1||3 дня роста, 1 дня в 
 0,93 NVTK|238|107|Min Williams A/D | 4|1|2||3 дня роста, 1 дня в 
 0,93 NVTK|238|107|Min Williams A/D | 4|1|3||3 дня роста, 1 дня в 
 0,94 LKOH|106|217|Min Williams A/D |14|1|1||2 дня роста, 1 дня в 
 0,95 NVTK|105|223|Min Williams A/D |12|1|1||2 дня роста, 1 дня в 
 0,95 NVTK|105|223|Min Williams A/D |12|1|2||2 дня роста, 1 дня в 
 0,95 SBER|105|223|Max Williams A/D |16|1|1||2 дня падения, 1 дня в 
 0,98 ROSN|102|221|Max Williams A/D |16|1|2||2 дня падения, 1 дня в 
 0,98 SBER|322|102|Max Williams A/D | 3|1|1||3 дня падения, 1 дня в 
 0,99 SBER|101|223|Max Williams A/D |17|1|1||2 дня падения, 1 дня в 
 1,00 LKOH|100|217|Min Williams A/D |15|1|1||2 дня роста, 1 дня в 
 1,00 NVTK|100|223|Min Williams A/D |13|1|1||2 дня роста, 1 дня в 
 1,00 NVTK|100|223|Min Williams A/D |13|1|2||2 дня роста, 1 дня в 
 1,01 SBER|99|223|Max Williams A/D |18|1|1||2 дня падения, 1 дня в 
 1,02 NVTK|98|201|Max Williams A/D |25|1|1||2 дня падения, 1 дня в 
 1,02 ROSN|98|221|Max Williams A/D |17|1|2||2 дня падения, 1 дня в 
 1,02 RTKM|98|262|Max Williams A/D |11|1|1||2 дня падения, 1 дня в 
 1,03 SBER|97|223|Max Williams A/D |19|1|1||2 дня падения, 1 дня в 
 1,04 NVTK|203|96|Max Williams A/D | 7|1|1||3 дня падения, 1 дня в 
 1,06 LKOH|94|217|Min Williams A/D |16|1|1||2 дня роста, 1 дня в 
 1,06 NVTK|94|223|Min Williams A/D |14|1|1||2 дня роста, 1 дня в 
 1,06 NVTK|94|223|Min Williams A/D |14|1|2||2 дня роста, 1 дня в 
 1,06 ROSN|94|221|Max Williams A/D |18|1|2||2 дня падения, 1 дня в 
 1,08 ROSN|338|93|Min Williams A/D | 3|1|1||3 дня роста, 1 дня в 
 1,08 SBER|93|223|Max Williams A/D |20|1|1||2 дня падения, 1 дня в 
 1,09 NVTK|92|223|Min Williams A/D |15|1|1||2 дня роста, 1 дня в 
 1,09 NVTK|92|223|Min Williams A/D |15|1|2||2 дня роста, 1 дня в 
 1,11 LKOH|90|217|Min Williams A/D |17|1|1||2 дня роста, 1 дня в 
 1,12 ROSN|89|221|Max Williams A/D |19|1|2||2 дня падения, 1 дня в 
 1,12 SBER|89|223|Max Williams A/D |21|1|1||2 дня падения, 1 дня в 
 1,15 NVTK|87|223|Min Williams A/D |16|1|1||2 дня роста, 1 дня в 
 1,15 NVTK|87|223|Min Williams A/D |16|1|2||2 дня роста, 1 дня в 
 1,15 SBER|87|223|Max Williams A/D |22|1|1||2 дня падения, 1 дня в 
 1,15 SBER|87|223|Max Williams A/D |23|1|1||2 дня падения, 1 дня в 
 1,16 LKOH|86|217|Min Williams A/D |18|1|1||2 дня роста, 1 дня в 
 1,16 NVTK|86|223|Min Williams A/D |17|1|1||2 дня роста, 1 дня в 
 1,16 NVTK|86|223|Min Williams A/D |17|1|2||2 дня роста, 1 дня в 
 1,18 ROSN|85|221|Max Williams A/D |20|1|2||2 дня падения, 1 дня в 
 1,19 SBER|84|223|Max Williams A/D |24|1|1||2 дня падения, 1 дня в 
 1,20 SBER|83|223|Max Williams A/D |25|1|1||2 дня падения, 1 дня в 
 1,22 GAZP|82|249|Max Williams A/D |20|1|1||2 дня падения, 1 дня в 
 1,23 NVTK|81|223|Min Williams A/D |18|1|1||2 дня роста, 1 дня в 
 1,23 NVTK|81|223|Min Williams A/D |18|1|2||2 дня роста, 1 дня в 
 1,25 GAZP|80|249|Max Williams A/D |21|1|1||2 дня падения, 1 дня в 
 1,25 ROSN|80|221|Max Williams A/D |21|1|2||2 дня падения, 1 дня в 
 1,27 LKOH|79|217|Min Williams A/D |19|1|1||2 дня роста, 1 дня в 
 1,27 SBER|261|79|Min Williams A/D | 4|1|1||3 дня роста, 1 дня в 
 1,27 SBER|224|79|Min Williams A/D | 5|1|1||3 дня роста, 1 дня в 
 1,27 SBER|223|79|Min Williams A/D | 5|1|2||3 дня роста, 1 дня в 
 1,27 SBER|203|79|Min Williams A/D | 6|1|2||3 дня роста, 1 дня в 
 1,27 SBER|188|79|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в 
 1,27 SBER|168|79|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в 
 1,27 SBER|159|79|Min Williams A/D | 9|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|213|78|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|201|78|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|189|78|Min Williams A/D | 9|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|178|78|Min Williams A/D |10|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|162|78|Min Williams A/D |11|1|2||3 дня роста, 1 дня в 
 1,28 GAZP|157|78|Min Williams A/D |12|1|2||3 дня роста, 1 дня в 
 1,28 RTKM|279|78|Max Williams A/D | 3|1|1||4 дня падения, 1 дня в 
 1,28 RTKM|279|78|Max Williams A/D | 3|1|2||4 дня падения, 1 дня в 
 1,28 RTKM|278|78|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 1,30 NVTK|77|223|Min Williams A/D |19|1|1||2 дня роста, 1 дня в 
 1,30 NVTK|77|223|Min Williams A/D |19|1|2||2 дня роста, 1 дня в 
 1,33 GAZP|75|249|Max Williams A/D |22|1|1||2 дня падения, 1 дня в 
 1,33 LKOH|75|217|Min Williams A/D |20|1|1||2 дня роста, 1 дня в 
 1,35 NVTK|74|223|Min Williams A/D |20|1|1||2 дня роста, 1 дня в 
 1,35 NVTK|74|223|Min Williams A/D |20|1|2||2 дня роста, 1 дня в 
 1,35 RTKM|350|74|Min Williams A/D | 3|1|1||3 дня роста, 1 дня в 
 1,35 RTKM|223|74|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в 
 1,35 RTKM|214|74|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в 
 1,37 ROSN|73|221|Max Williams A/D |22|1|2||2 дня падения, 1 дня в 
 1,39 NVTK|72|223|Min Williams A/D |21|1|1||2 дня роста, 1 дня в 
 1,39 NVTK|72|223|Min Williams A/D |21|1|2||2 дня роста, 1 дня в 
 1,41 GAZP|71|249|Max Williams A/D |23|1|1||2 дня падения, 1 дня в 
 1,41 LKOH|71|217|Min Williams A/D |21|1|1||2 дня роста, 1 дня в 
 1,45 NVTK|69|223|Min Williams A/D |22|1|1||2 дня роста, 1 дня в 
 1,45 NVTK|69|223|Min Williams A/D |22|1|2||2 дня роста, 1 дня в 
 1,47 GAZP|302|68|Max Williams A/D | 3|1|2||4 дня падения, 1 дня в 
 1,47 GAZP|68|249|Max Williams A/D |24|1|1||2 дня падения, 1 дня в 
 1,49 GMKN|309|67|Min Williams A/D | 3|1|1||3 дня роста, 1 дня в 
 1,49 GMKN|244|67|Min Williams A/D | 4|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|214|67|Min Williams A/D | 5|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|214|67|Min Williams A/D | 5|1|3||3 дня роста, 1 дня в 
 1,49 GMKN|190|67|Min Williams A/D | 6|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|176|67|Min Williams A/D | 7|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|161|67|Min Williams A/D | 8|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|144|67|Min Williams A/D | 9|1|2||3 дня роста, 1 дня в 
 1,49 GMKN|137|67|Min Williams A/D |10|1|2||3 дня роста, 1 дня в 
 1,52 GAZP|66|249|Max Williams A/D |25|1|1||2 дня падения, 1 дня в 
 1,52 LKOH|66|217|Min Williams A/D |22|1|1||2 дня роста, 1 дня в 
 1,52 NVTK|66|223|Min Williams A/D |23|1|1||2 дня роста, 1 дня в 
 1,52 NVTK|66|223|Min Williams A/D |23|1|2||2 дня роста, 1 дня в 
 1,52 RTKM|66|141|Max Williams A/D |18|1|3||3 дня падения, 1 дня в 
 1,55 GAZP|302|129|Max Williams A/D | 3|1|2||3 дня падения, 1 дня в 
 1,56 LKOH|64|217|Min Williams A/D |23|1|1||2 дня роста, 1 дня в 
 1,59 NVTK|63|223|Min Williams A/D |24|1|1||2 дня роста, 1 дня в 
 1,59 NVTK|63|223|Min Williams A/D |24|1|2||2 дня роста, 1 дня в 
 1,61 LKOH|62|217|Min Williams A/D |24|1|1||2 дня роста, 1 дня в 
 1,64 NVTK|61|223|Min Williams A/D |25|1|1||2 дня роста, 1 дня в 
 1,64 NVTK|61|223|Min Williams A/D |25|1|2||2 дня роста, 1 дня в 
 1,65 GAZP|121|249|Max Williams A/D |12|1|1||2 дня падения, 1 дня в 
 1,69 LKOH|59|217|Min Williams A/D |25|1|1||2 дня роста, 1 дня в 
 1,69 RTKM|59|262|Max Williams A/D |19|1|2||2 дня падения, 1 дня в 
 1,69 RTKM|59|141|Max Williams A/D |19|1|3||3 дня падения, 1 дня в 
 1,72 LKOH|237|58|Max Williams A/D | 5|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|237|58|Max Williams A/D | 5|1|3||4 дня падения, 1 дня в 
 1,72 LKOH|217|58|Max Williams A/D | 6|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|217|58|Max Williams A/D | 6|1|3||4 дня падения, 1 дня в 
 1,72 LKOH|200|58|Max Williams A/D | 7|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|191|58|Max Williams A/D | 8|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|191|58|Max Williams A/D | 8|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|176|58|Max Williams A/D | 9|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|176|58|Max Williams A/D | 9|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|166|58|Max Williams A/D |10|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|166|58|Max Williams A/D |10|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|159|58|Max Williams A/D |11|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|159|58|Max Williams A/D |11|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|153|58|Max Williams A/D |12|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|153|58|Max Williams A/D |12|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|144|58|Max Williams A/D |13|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|144|58|Max Williams A/D |13|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|139|58|Max Williams A/D |14|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|139|58|Max Williams A/D |14|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|133|58|Max Williams A/D |15|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|133|58|Max Williams A/D |15|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|128|58|Max Williams A/D |16|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|128|58|Max Williams A/D |16|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|126|58|Max Williams A/D |17|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|126|58|Max Williams A/D |17|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|121|58|Max Williams A/D |18|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|121|58|Max Williams A/D |18|1|2||4 дня падения, 1 дня в 
 1,72 LKOH|117|58|Max Williams A/D |19|1|1||4 дня падения, 1 дня в 
 1,72 LKOH|117|58|Max Williams A/D |19|1|2||4 дня падения, 1 дня в 
 1,75 RTKM|350|171|Min Williams A/D | 3|1|1||2 дня роста, 1 дня в 
 1,79 GAZP|112|249|Max Williams A/D |13|1|1||2 дня падения, 1 дня в 
 1,80 LKOH|251|111|Min Williams A/D | 4|1|1||3 дня роста, 1 дня в 
 1,80 LKOH|250|111|Min Williams A/D | 4|1|2||3 дня роста, 1 дня в 
 1,82 RTKM|55|262|Max Williams A/D |20|1|2||2 дня падения, 1 дня в 
 1,82 RTKM|55|141|Max Williams A/D |20|1|3||3 дня падения, 1 дня в 
